TransactionAmount,CountryRiskScore,TransactionsPerDay,AccountAgeMonths,CrossBorderFlag,SanctionFlag,PEPFlag,DeviceChangeFlag,Is_Laundering
1477.91,1,5,64,0,0,0,1,0
9059.08,3,4,27,0,0,0,0,0
1794.19,2,5,11,0,0,0,0,0
3195.89,1,5,100,1,0,0,0,0
9645.65,1,4,73,1,0,0,0,0
4330.9,3,7,43,0,1,0,0,0
10055.17,1,7,107,1,0,0,1,0
22699.67,5,4,15,0,0,0,1,1
2754.11,4,2,93,0,0,0,0,0
8041.26,2,4,8,0,0,0,0,0
9892.05,2,4,48,0,0,0,0,0
13364.28,1,2,74,0,0,0,0,0
5472.92,2,8,15,1,0,0,1,0
2399.81,3,6,79,0,0,0,0,0
1441.2,1,6,13,0,0,0,0,0
8869.4,4,1,22,0,0,0,1,0
11116.34,1,3,89,0,0,0,0,0
10861.2,1,8,62,0,0,0,0,0
8348.44,1,6,52,0,0,0,0,0
2137.68,2,7,86,0,0,0,0,0
10541.54,1,1,75,0,0,0,0,0
1066.2,2,3,15,0,0,0,0,0
9161.44,1,5,56,1,0,0,0,0
2108.32,1,4,55,1,0,0,0,0
2002.56,2,2,9,0,0,0,0,0
1579.86,2,7,79,0,0,0,0,0
1110.12,3,7,76,0,0,0,0,0
10209.33,2,6,79,0,0,0,0,0
1663.91,1,2,42,0,0,0,0,0
6342.39,1,4,95,0,0,0,0,0
16463.2,1,4,35,0,0,0,0,0
1979.7,2,4,109,0,0,0,0,0
8217.06,4,1,107,0,0,0,0,0
1993.59,2,6,109,0,0,0,1,0
3156.27,4,3,110,0,0,0,0,0
2262.85,2,7,65,0,0,0,1,0
2732.12,4,5,38,0,0,0,1,0
8130.11,5,8,115,0,0,0,0,0
5338.91,1,3,15,0,0,1,0,0
1620.02,3,8,112,0,0,0,0,0
1740.77,3,5,80,0,0,0,0,0
14564.36,3,8,30,0,0,0,0,0
1372.43,1,7,82,1,0,0,1,0
16059.7,1,6,23,0,0,0,0,0
2613.9,1,9,53,0,0,0,0,0
5116.92,5,4,82,0,0,0,0,0
5868.9,3,6,22,0,0,0,0,0
3343.87,3,5,4,0,0,0,0,0
7726.65,5,4,63,0,0,0,0,0
4048.52,3,5,41,0,0,0,0,0
2437.71,1,5,101,0,0,0,0,0
2602.86,1,7,58,0,0,0,0,0
3785.84,2,4,8,0,0,0,0,0
17555.48,1,7,52,0,0,0,0,0
4984.0,1,6,80,0,0,0,0,0
3011.22,1,6,91,1,0,0,0,0
1840.5,1,3,48,1,0,0,1,0
4754.56,2,4,13,0,0,0,1,0
3187.95,1,7,98,0,1,0,0,0
842.92,2,2,33,0,0,0,0,0
7426.94,2,8,19,0,0,0,0,0
9145.81,1,3,81,0,0,0,0,0
7528.96,4,5,15,0,0,0,0,0
21289.17,5,8,59,0,0,0,0,1
6832.56,2,4,102,0,0,0,0,0
3854.4,3,2,97,0,0,0,0,0
7676.03,1,4,117,0,1,0,0,0
9582.89,1,4,53,0,0,0,0,0
4592.46,2,4,100,1,0,0,0,0
6118.03,3,4,10,0,0,0,0,0
4511.84,1,8,54,1,0,0,0,0
14873.26,2,2,34,0,0,0,0,0
13747.75,5,4,117,0,0,0,1,1
4120.75,3,4,27,0,0,1,0,0
2644.54,2,2,79,0,0,0,0,0
4582.84,2,5,62,0,1,0,0,0
1316.23,1,6,81,1,0,0,0,0
9185.2,3,4,67,1,0,0,0,0
10079.45,1,2,5,1,0,0,1,0
2177.57,2,4,99,0,0,0,1,0
9763.97,3,7,99,1,0,0,0,0
4145.1,1,6,2,1,0,0,0,0
22372.64,1,6,8,0,0,0,0,0
32585.42,2,3,22,0,0,0,0,0
4141.78,1,5,54,1,0,0,1,0
1466.2,1,3,75,0,0,0,0,0
13758.06,1,3,69,0,0,0,0,0
20457.52,3,4,82,0,0,0,0,0
9239.75,2,6,19,1,0,0,0,0
5079.63,3,5,46,0,0,0,0,0
12146.18,2,5,54,1,0,0,0,0
1989.85,2,6,100,0,0,0,0,0
11896.43,1,4,72,0,0,0,0,0
2796.42,2,7,58,0,0,1,1,0
4228.41,4,5,72,0,0,0,0,0
13922.12,3,5,25,0,0,0,0,0
13566.71,1,6,58,0,0,0,0,0
4372.72,4,6,74,0,0,0,0,0
2949.61,2,7,35,0,0,0,0,0
5498.35,2,5,40,0,0,0,0,0
2418.25,3,3,46,1,0,0,0,0
12967.24,1,6,76,1,0,0,0,0
2876.21,4,3,34,0,0,0,0,0
2191.43,1,5,43,0,0,0,0,0
9910.76,2,5,76,0,0,0,0,0
6544.93,2,7,17,0,0,0,0,0
3031.73,3,3,66,0,0,0,0,0
3195.07,2,3,116,0,0,0,0,0
4134.69,3,10,118,1,0,1,0,1
2385.48,1,2,6,0,0,0,0,0
5658.01,2,6,48,0,0,1,1,0
4183.5,1,6,50,0,0,0,0,0
1323.22,1,7,97,0,0,0,0,0
3522.84,2,6,50,0,0,0,0,0
15400.58,1,3,58,1,0,0,0,0
2337.09,1,2,64,1,0,0,0,0
3061.96,1,7,62,0,0,0,0,0
3565.79,1,6,5,0,0,0,1,0
4508.98,2,7,116,0,0,0,0,0
1628.02,2,4,53,1,0,0,0,0
2622.92,1,7,78,0,1,0,0,0
4215.07,2,4,103,0,0,0,0,0
8071.37,3,5,74,1,0,0,0,0
7357.27,5,10,12,0,0,0,0,1
5975.35,3,4,66,0,0,0,0,0
5999.43,1,7,53,0,0,0,0,0
2260.26,1,7,77,1,0,0,0,0
1059.14,2,6,22,1,0,0,0,0
1586.01,2,7,10,1,0,0,0,0
6524.67,2,5,64,1,1,0,0,1
7181.47,3,3,16,0,0,0,0,0
2245.86,1,4,21,1,0,0,0,0
18737.24,5,6,59,0,0,0,1,1
18235.25,3,4,57,0,0,0,1,0
2462.17,4,8,43,0,0,0,0,0
5290.99,4,9,101,0,0,0,0,1
11622.04,1,4,49,0,0,0,0,0
16204.04,4,6,26,0,0,0,1,1
5893.37,1,3,112,1,1,0,0,1
3338.28,3,4,101,0,0,0,0,0
7843.46,1,6,54,0,0,0,0,0
7394.48,2,7,7,0,0,0,0,0
19511.23,1,5,66,0,0,0,0,0
9096.89,1,3,12,1,0,0,0,0
7328.01,2,8,96,0,0,0,1,0
4774.24,4,3,68,1,0,0,0,0
7556.39,1,9,104,0,0,0,0,0
874.27,1,5,83,0,0,0,0,0
6079.06,1,6,64,1,0,0,0,0
8239.33,4,3,81,0,0,0,0,0
1364.15,4,2,56,0,0,0,0,0
2118.54,1,8,19,0,0,0,0,0
1090.12,2,4,93,0,0,0,0,0
7540.1,5,5,93,0,0,0,0,0
9473.69,3,5,81,0,0,0,1,0
1576.82,1,7,15,0,0,0,1,0
3853.83,5,1,106,0,0,0,0,0
2207.14,3,4,59,0,0,0,0,0
7638.81,4,6,100,0,0,0,0,0
2265.43,4,1,44,0,0,0,0,0
2408.36,5,4,9,1,0,0,0,0
6857.84,2,5,10,0,0,0,0,0
31598.92,1,6,65,0,0,0,0,0
2560.92,1,4,61,0,0,0,0,0
2858.08,4,6,26,0,0,0,0,0
3862.56,1,4,62,0,0,0,0,0
7852.31,1,2,26,0,0,0,0,0
5709.75,3,4,58,1,1,0,0,1
2933.84,2,5,111,1,0,0,0,0
3407.56,2,6,74,0,0,0,0,0
3158.53,2,4,115,1,0,0,0,0
2039.3,2,5,33,0,0,0,1,0
10924.69,2,2,28,0,0,0,0,0
3654.47,2,3,88,0,0,0,0,0
7419.33,1,6,49,1,0,0,0,0
2992.41,3,5,15,0,0,0,0,0
5353.12,3,5,49,0,0,0,0,0
11570.74,3,6,4,1,0,1,0,1
16078.87,2,5,23,0,0,0,0,0
10648.31,1,5,110,0,0,0,0,0
2383.36,3,3,115,0,0,1,0,0
1524.02,2,4,1,1,1,0,0,1
4809.52,4,4,48,0,0,0,0,0
7330.31,1,7,95,0,0,0,0,0
19358.38,5,5,68,0,0,0,0,1
4598.22,2,4,21,0,0,0,0,0
9314.55,1,4,109,1,0,0,1,0
6171.71,5,3,61,0,0,0,0,0
1856.96,2,3,30,0,0,0,0,0
8249.85,1,3,110,1,1,1,0,1
4434.42,1,4,18,0,0,0,0,0
9845.34,3,7,40,1,0,0,0,0
1644.14,3,3,4,1,1,0,0,1
9475.92,3,1,73,0,0,0,0,0
4463.47,3,8,46,0,0,0,0,0
3271.29,3,5,66,0,0,0,0,0
17331.49,1,6,13,0,0,0,0,0
9505.5,1,3,47,0,0,1,0,0
9355.89,1,7,68,0,0,0,0,0
4411.31,1,3,79,0,0,0,0,0
1942.16,2,6,13,0,0,1,1,0
1758.38,3,8,73,0,0,0,0,0
3783.9,1,4,63,0,0,0,0,0
1615.4,3,4,115,0,0,0,0,0
3366.82,4,6,68,0,0,0,1,0
4743.89,1,3,94,0,0,0,0,0
3714.8,4,7,113,0,0,0,0,0
5756.98,2,4,43,0,1,1,1,1
784.97,3,7,90,0,0,1,0,0
9262.2,3,9,68,0,0,0,0,0
4467.17,1,7,32,1,0,0,0,0
7769.85,1,6,29,0,0,0,0,0
3657.49,3,7,11,0,0,0,0,0
4385.06,1,9,99,1,0,0,0,0
2019.91,2,7,25,0,0,0,0,0
5957.64,1,8,40,0,0,0,0,0
2775.96,4,9,46,0,0,0,0,1
6016.59,1,4,84,0,0,0,0,0
9787.51,1,5,75,1,0,0,0,0
5599.88,2,7,19,1,0,0,0,0
23614.81,3,3,21,0,0,0,0,0
6883.63,4,4,15,1,0,0,0,0
4716.69,2,4,86,0,0,0,0,0
5776.71,1,9,77,1,0,0,0,0
5648.71,3,4,42,0,0,0,0,0
8188.28,3,10,1,0,1,0,1,1
3073.65,1,5,5,1,0,0,0,0
6495.44,2,7,25,1,0,0,0,0
2343.58,4,5,14,0,0,0,1,0
5520.12,4,7,61,0,0,1,0,0
8340.24,1,4,48,0,0,0,0,0
9940.14,4,4,114,0,0,0,0,0
3661.63,5,6,19,0,0,0,0,0
12914.68,2,2,25,0,0,1,0,0
4139.42,1,5,29,1,0,0,0,0
1887.31,1,4,74,0,0,0,1,0
5405.07,1,4,117,0,0,0,0,0
8834.57,1,7,5,0,0,0,0,0
2810.48,5,7,84,0,0,0,0,0
1650.55,4,3,61,0,0,0,0,0
4919.36,4,7,30,0,0,0,0,0
4525.28,2,4,66,1,0,0,0,0
2618.54,3,4,58,0,0,0,0,0
14284.02,2,6,35,0,0,0,0,0
9451.2,2,7,63,0,1,0,0,0
10998.47,4,6,16,0,0,0,0,0
1753.66,1,5,78,0,0,0,0,0
3917.9,1,5,71,0,0,0,0,0
3339.03,3,4,66,0,0,0,0,0
3639.27,3,4,109,0,0,0,0,0
11132.03,4,5,99,1,0,0,0,0
3121.27,1,4,51,0,0,0,0,0
2941.42,1,6,10,0,0,0,0,0
11222.06,4,4,11,0,0,1,0,0
20720.94,3,4,80,0,0,0,1,0
13946.32,1,8,89,0,0,0,0,0
2388.15,1,6,25,0,0,0,0,0
963.27,2,4,75,0,0,0,0,0
2648.7,2,6,3,0,0,0,0,0
4431.22,2,4,63,0,0,0,0,0
6360.45,1,5,33,1,0,0,0,0
3280.68,3,7,16,0,0,0,0,0
12292.65,5,6,99,1,0,0,0,1
7793.57,3,4,63,1,0,0,0,0
4963.09,4,4,110,0,0,0,0,0
1586.27,1,4,53,0,1,0,1,0
12422.55,2,4,107,0,0,0,0,0
4744.5,4,5,93,1,0,0,1,0
1187.98,4,6,60,0,0,0,0,0
13120.7,2,6,85,0,0,0,0,0
22383.99,2,5,86,0,0,0,0,0
4108.35,1,7,2,1,0,0,0,0
2172.93,2,6,54,0,0,0,0,0
11977.99,3,5,99,0,0,0,1,0
15444.08,1,7,51,0,0,0,1,0
8663.99,3,3,12,0,0,0,0,0
939.48,2,6,41,1,0,0,0,0
2942.52,1,6,67,0,0,0,0,0
2382.16,1,6,103,0,0,0,0,0
7725.61,1,8,78,1,0,0,0,0
15957.76,1,4,92,0,0,0,0,0
4959.48,3,9,21,1,0,0,0,0
4342.34,3,6,1,0,0,0,1,0
1505.2,2,3,22,1,0,0,0,0
1695.01,1,3,101,0,0,0,0,0
4931.94,3,4,34,1,0,0,1,0
15460.06,1,4,91,0,0,0,0,0
3313.99,1,4,9,1,0,0,0,0
3087.6,3,8,81,1,0,0,0,0
2052.41,1,1,49,0,0,1,0,0
1774.84,3,5,13,0,0,0,0,0
10551.98,2,3,93,1,0,0,0,0
4014.13,2,5,84,0,0,0,0,0
9480.27,2,3,54,0,0,0,0,0
1126.7,2,8,57,0,0,0,0,0
3688.73,3,6,87,0,0,0,0,0
16371.59,2,5,17,0,0,0,0,0
1939.91,3,5,79,0,0,0,0,0
2164.85,2,6,83,0,0,1,0,0
4440.62,3,7,32,0,0,0,0,0
4880.82,1,4,107,0,0,0,0,0
6189.19,1,3,106,0,0,0,0,0
4468.8,2,7,37,0,0,0,0,0
5146.98,2,4,66,0,0,0,0,0
4946.14,3,1,31,0,0,0,1,0
2357.31,2,6,26,0,0,0,0,0
3442.0,3,4,16,0,0,0,0,0
1680.42,5,4,48,0,0,0,1,0
5708.21,3,3,63,0,0,0,0,0
2419.08,1,7,12,0,0,0,0,0
7564.53,1,7,47,0,0,0,0,0
7471.15,1,2,30,1,0,0,0,0
912.61,2,5,22,0,0,0,0,0
9582.7,1,5,14,0,0,0,0,0
8465.7,4,8,11,0,0,0,1,0
5357.0,5,6,73,1,0,0,0,0
850.28,4,8,15,0,0,0,0,0
1096.5,2,4,54,0,0,0,1,0
9283.12,5,4,50,0,0,0,0,0
3257.5,1,9,57,0,0,0,0,0
6205.07,1,3,37,0,0,0,0,0
511.64,1,4,106,0,0,0,0,0
7204.12,2,4,71,0,0,0,0,0
2726.49,3,6,11,0,0,0,0,0
2660.5,1,2,27,0,0,0,0,0
10723.73,2,1,17,0,0,1,0,0
3676.74,2,3,26,1,0,0,0,0
6525.6,3,3,32,1,0,0,0,0
2479.7,2,4,71,0,0,0,0,0
23311.62,1,4,66,0,0,0,1,0
2568.08,1,1,37,0,0,0,0,0
9242.49,1,3,29,0,0,0,1,0
3220.58,4,3,21,1,0,0,0,0
5533.51,1,1,79,0,0,0,1,0
4185.04,1,3,20,0,0,1,0,0
3992.68,1,1,8,0,0,1,0,0
3829.37,2,5,95,0,0,0,0,0
2377.35,2,4,47,0,0,0,1,0
6703.14,4,6,74,0,0,0,0,0
5873.97,3,4,11,0,0,0,1,0
4668.04,1,6,111,0,1,0,0,0
14096.6,2,2,5,0,0,0,0,0
9541.2,3,5,58,1,0,0,0,0
2799.7,3,4,76,1,0,1,0,0
5427.06,4,1,95,1,0,0,1,0
11394.67,2,6,14,0,0,1,0,0
4437.79,3,3,40,1,0,1,0,0
4976.18,3,2,67,0,0,0,0,0
3562.62,3,5,35,1,0,0,0,0
3354.54,1,7,44,0,0,0,0,0
9845.5,2,3,59,0,0,0,0,0
5859.06,1,6,78,1,0,0,0,0
8150.53,1,3,20,0,0,1,0,0
5589.57,2,5,60,0,0,0,0,0
3388.71,2,5,15,0,0,0,1,0
2109.11,1,4,64,1,0,0,1,0
3731.35,1,5,43,0,0,0,0,0
7676.0,1,2,85,0,0,0,0,0
6981.34,3,7,43,0,0,0,0,0
1364.35,5,3,82,0,0,0,0,0
20814.79,2,4,89,0,0,1,0,0
2946.81,3,2,114,0,0,0,0,0
4571.6,2,9,42,0,0,0,0,0
5822.34,4,4,74,1,0,0,0,0
18657.55,3,3,18,0,0,0,0,0
2514.41,2,6,65,1,0,0,1,0
2564.81,1,5,23,0,0,0,0,0
2231.77,4,8,43,0,0,0,0,0
5878.51,1,5,61,0,0,0,0,0
7694.01,4,3,88,1,0,0,0,0
5642.62,4,6,41,0,0,0,0,0
21553.9,3,3,45,0,0,0,0,0
3748.2,2,3,10,0,0,0,0,0
5824.32,3,6,116,0,0,0,0,0
1183.32,3,3,88,0,0,0,0,0
735.67,3,4,33,0,0,0,0,0
7456.11,1,6,3,0,0,0,0,0
7471.7,3,4,58,1,0,0,0,0
1948.72,1,6,53,1,0,1,1,0
4667.7,1,7,88,0,0,0,0,0
7964.49,1,4,10,0,0,0,0,0
3835.45,4,4,102,0,0,0,0,0
2550.97,1,3,37,0,0,0,0,0
4635.38,3,2,110,1,1,0,0,1
24223.12,2,6,68,0,0,0,0,0
9389.5,2,4,35,0,0,0,0,0
3458.35,4,10,110,0,0,0,1,1
10057.11,1,6,113,0,0,0,0,0
6101.84,2,2,35,0,0,0,0,0
5225.38,4,5,113,0,0,0,0,0
6435.95,1,3,112,0,0,0,0,0
6460.65,2,3,1,0,0,0,0,0
1717.84,3,8,85,0,0,0,0,0
6049.72,1,7,112,1,0,0,0,0
3717.84,2,4,108,0,0,0,0,0
4729.5,2,2,84,0,0,0,0,0
2334.58,2,4,87,0,0,0,0,0
6712.57,3,6,61,0,0,0,0,0
5770.45,1,4,1,0,0,0,0,0
4802.82,3,6,88,0,0,0,0,0
6083.2,2,3,1,0,0,0,1,0
6530.16,5,4,5,0,0,0,0,0
10281.6,1,5,117,0,0,0,0,0
1550.07,3,4,68,1,0,0,0,0
18801.03,3,5,16,0,1,0,1,1
5185.11,4,3,45,0,0,0,0,0
3621.9,1,5,65,0,0,0,0,0
10044.36,3,5,69,0,0,0,0,0
4686.27,1,4,7,1,0,0,1,0
18565.58,3,8,23,0,0,0,0,0
5799.28,4,7,73,0,0,1,0,0
10754.34,4,5,37,0,0,0,0,0
5069.79,4,4,57,0,0,0,0,0
3764.63,1,4,56,1,0,0,0,0
8580.99,5,4,10,0,0,0,0,0
16332.76,4,8,35,0,0,1,1,1
13017.76,2,2,6,1,0,0,1,0
8312.03,3,3,63,0,0,0,0,0
9696.02,3,5,70,0,0,0,0,0
11194.57,2,4,73,0,0,0,1,0
11243.22,2,3,107,1,0,0,1,0
12115.46,3,5,9,1,0,0,0,0
1021.04,3,5,52,0,0,0,0,0
2852.76,5,3,92,0,0,0,0,0
9226.81,3,6,108,0,0,0,0,0
8832.92,2,2,66,0,0,1,1,0
996.19,3,4,83,1,0,0,0,0
4009.18,3,3,89,1,0,1,0,0
1374.3,3,4,39,0,0,1,0,0
1770.21,3,3,53,1,0,0,0,0
5133.83,2,3,31,1,0,0,1,0
2957.11,1,6,69,0,0,0,0,0
3320.46,1,3,57,0,0,1,0,0
3473.38,5,5,39,0,0,0,0,0
5974.22,1,4,96,1,0,0,0,0
9484.06,1,2,25,0,0,0,0,0
2299.93,2,4,51,0,0,0,0,0
4276.16,2,3,95,1,0,0,0,0
6213.8,4,7,14,0,0,0,0,0
3866.95,2,2,27,0,0,0,0,0
8851.14,3,6,71,0,0,0,0,0
5078.48,2,4,71,0,0,0,0,0
12813.84,4,4,66,0,0,0,1,1
2092.9,1,5,20,1,0,0,0,0
36098.41,2,4,32,0,0,0,0,0
3029.52,1,6,56,0,0,0,0,0
15082.78,2,4,23,0,0,0,0,0
12244.37,1,4,119,0,0,0,0,0
18959.53,2,8,55,0,0,0,0,0
9290.49,2,7,71,0,0,0,1,0
2806.68,3,5,91,0,0,0,0,0
459.96,5,5,96,0,0,0,0,0
2711.84,1,7,44,0,0,0,0,0
11655.84,5,4,33,0,0,0,0,1
5935.22,2,7,79,0,0,1,0,0
2163.56,3,2,87,0,0,0,0,0
1857.47,2,4,48,0,0,0,0,0
1934.63,3,3,113,0,0,0,0,0
3354.13,2,2,108,1,0,0,0,0
4353.06,1,9,68,1,0,0,0,0
16721.05,2,8,44,0,0,0,0,0
6177.46,1,11,84,0,0,0,0,0
3064.83,4,4,38,0,0,0,0,0
6651.3,1,7,92,0,0,0,0,0
2599.44,2,5,46,0,0,0,0,0
16332.37,1,5,60,0,0,0,0,0
1474.35,1,2,89,0,0,0,0,0
7870.96,2,6,16,1,0,0,1,0
1669.2,1,3,112,0,0,0,0,0
3507.54,5,6,78,0,0,0,1,0
8229.16,2,6,104,0,0,0,0,0
7016.03,2,4,103,1,0,0,0,0
4147.26,1,4,78,1,0,0,1,0
5315.09,2,2,31,0,0,0,0,0
1421.4,1,7,119,1,0,0,0,0
1472.79,3,5,97,0,0,0,0,0
7603.68,1,9,109,0,0,0,0,0
20431.56,4,6,101,0,0,0,0,1
9564.19,3,5,39,1,0,0,1,0
6017.14,1,3,8,0,0,0,0,0
10928.26,1,5,44,0,0,0,0,0
5509.46,3,3,59,0,0,0,0,0
10135.92,3,2,71,0,0,0,0,0
6765.25,1,3,80,1,0,0,0,0
5414.85,3,3,69,0,0,0,0,0
1391.69,4,3,111,0,0,0,0,0
6603.66,3,3,45,0,0,0,0,0
6553.5,4,5,103,0,0,0,0,0
9092.3,2,2,50,0,0,1,0,0
4446.26,3,11,107,0,0,0,0,0
6390.94,3,11,93,0,0,0,0,0
3276.27,2,9,14,0,0,0,0,0
17269.83,2,5,79,1,0,0,0,0
3269.9,2,5,64,0,0,0,0,0
3117.64,4,6,63,0,0,0,1,0
5107.07,1,8,31,0,0,0,0,0
1289.21,1,4,41,0,0,0,0,0
2436.55,2,5,39,0,0,0,0,0
1354.38,1,3,13,0,0,0,0,0
18463.66,2,3,6,1,0,0,0,0
6820.52,3,5,102,1,0,0,1,0
3197.34,2,2,20,0,0,0,0,0
2251.19,3,6,43,1,0,0,0,0
25913.42,4,7,78,0,0,0,0,1
1345.62,2,6,80,0,0,0,0,0
4974.12,1,7,76,0,0,0,0,0
14174.6,1,5,35,0,0,0,0,0
2976.65,2,5,73,0,0,0,0,0
2221.25,1,5,118,0,0,0,1,0
1713.83,3,5,102,0,0,0,0,0
9582.26,2,4,92,0,0,0,0,0
2781.67,2,5,82,0,0,1,0,0
2284.01,3,6,44,1,0,0,0,0
1214.05,3,5,41,0,0,0,0,0
2902.49,1,6,118,0,0,0,1,0
9278.61,2,1,87,0,0,0,0,0
8056.6,3,9,38,0,0,0,0,0
4717.71,5,5,19,0,0,0,0,0
3093.76,3,4,66,0,0,0,0,0
2765.24,1,7,40,0,0,0,1,0
1493.79,2,3,118,0,0,1,0,0
6565.55,4,4,31,0,0,0,0,0
5358.81,3,9,21,1,0,0,0,0
4557.06,1,8,28,1,0,0,1,0
6249.45,4,3,32,0,0,1,0,0
9151.85,2,6,44,0,0,0,0,0
7878.46,3,3,67,0,0,0,0,0
1002.88,4,3,22,0,0,0,0,0
3744.76,1,4,62,0,0,0,0,0
6254.02,4,5,99,0,0,0,1,0
4665.92,2,6,106,0,0,0,0,0
3025.64,2,3,99,1,0,0,0,0
4093.15,2,4,5,0,0,0,0,0
20351.09,1,3,30,0,0,0,0,0
14245.52,3,6,8,0,0,0,0,0
5241.19,2,6,101,0,0,0,0,0
3585.72,1,7,65,0,0,0,0,0
7442.53,1,5,7,0,0,0,0,0
10402.14,1,9,63,1,0,0,0,0
6518.39,2,5,60,0,0,0,0,0
2097.86,3,8,61,0,0,0,0,0
5127.52,1,2,77,0,0,0,0,0
5589.41,2,7,66,0,0,0,0,0
2046.73,4,7,37,0,0,0,0,0
5546.51,3,6,57,0,0,0,0,0
8065.18,3,3,89,0,0,0,0,0
7683.93,1,7,25,0,0,0,0,0
14335.96,2,7,89,0,0,0,0,0
1682.42,4,6,96,0,0,0,0,0
6004.72,2,5,2,0,0,0,0,0
3306.05,4,6,73,0,0,0,1,0
9800.16,1,2,89,1,1,0,0,1
11118.58,1,2,59,0,0,0,0,0
1686.37,1,5,70,0,0,0,0,0
3689.73,2,6,29,0,0,0,0,0
2255.09,2,3,10,0,0,0,0,0
4548.71,3,4,63,0,0,0,0,0
4707.19,1,5,53,1,0,0,0,0
13972.74,1,2,9,0,0,0,1,0
7300.54,1,6,101,0,0,0,1,0
11422.29,3,4,97,0,0,0,0,0
10587.41,3,2,2,0,0,0,0,0
2113.82,3,5,58,0,0,0,0,0
5121.06,2,6,33,1,0,0,0,0
10520.85,2,6,72,0,0,0,0,0
14920.37,1,8,39,0,0,0,0,0
8968.42,2,7,53,0,1,0,0,0
1247.05,1,6,95,0,0,0,0,0
7017.77,1,4,32,1,0,0,0,0
4667.78,3,7,40,0,0,0,0,0
8644.06,5,6,26,0,0,0,0,0
2802.28,2,3,100,0,0,0,1,0
5278.06,3,6,80,0,0,0,0,0
3819.2,4,3,108,1,0,0,0,0
13649.17,2,3,24,0,0,0,0,0
8043.04,2,6,84,1,0,0,1,0
4028.35,1,2,36,0,0,0,0,0
2988.17,3,1,61,0,0,0,0,0
3500.82,2,6,47,1,0,0,0,0
18804.43,3,3,35,1,0,0,0,0
4200.69,5,2,6,0,0,0,1,0
24870.09,1,1,16,0,0,0,1,0
5682.36,2,4,32,1,0,0,0,0
1955.04,3,11,41,0,0,0,0,0
12147.1,3,6,108,1,0,0,0,0
952.03,1,6,84,0,0,0,0,0
5346.17,2,4,32,1,0,0,0,0
31777.82,3,6,91,0,0,0,0,0
18974.89,1,5,14,0,0,0,0,0
15379.55,3,5,65,0,0,0,0,0
10599.49,1,5,12,1,0,0,0,0
12919.43,2,7,4,1,0,0,1,0
2530.1,2,7,75,0,0,0,0,0
9365.38,1,5,93,0,0,0,0,0
6676.86,4,2,30,0,0,0,1,0
14716.63,1,5,75,1,0,0,0,0
18602.65,3,4,114,0,0,1,0,0
3426.12,1,6,81,1,0,0,1,0
1540.97,2,6,36,0,0,0,0,0
5089.63,1,3,29,0,0,0,0,0
16411.62,1,3,78,0,0,0,0,0
1566.26,2,7,43,0,0,0,0,0
4114.55,3,5,81,0,0,0,1,0
1030.67,1,3,4,0,0,0,0,0
2883.52,2,5,81,0,0,0,0,0
6612.43,1,4,35,1,0,0,0,0
4771.46,3,1,13,0,0,0,0,0
2508.45,1,8,31,0,0,0,0,0
16178.94,2,4,57,1,0,0,0,0
3520.54,3,4,34,0,0,0,0,0
1069.94,1,9,78,0,0,0,0,0
23323.63,3,11,14,0,0,0,0,1
11555.0,2,7,57,0,0,0,0,0
6310.93,3,4,81,0,0,0,0,0
2271.64,1,8,48,1,0,0,0,0
2104.39,4,8,62,0,0,1,0,0
5433.79,1,5,48,0,0,0,0,0
5546.53,2,9,37,1,1,0,0,1
1557.53,2,6,85,0,0,0,0,0
2212.2,2,3,31,0,0,0,0,0
7243.63,1,5,10,0,0,0,1,0
1793.07,4,6,33,0,0,0,0,0
11878.64,1,3,13,0,0,0,0,0
3608.7,2,5,48,0,0,0,0,0
12242.63,3,6,29,0,0,0,0,0
3111.62,3,5,89,0,0,1,0,0
8437.72,1,4,70,0,0,0,0,0
5978.59,2,7,67,0,0,0,1,0
19021.32,2,5,71,0,0,0,0,0
2919.86,5,10,80,0,0,0,0,1
25943.04,2,5,65,0,0,0,0,0
15618.91,2,4,43,0,0,0,1,0
2880.03,4,2,101,0,0,0,0,0
3087.26,1,5,32,0,0,0,1,0
6565.66,1,4,56,0,0,0,0,0
9049.95,2,9,116,0,1,0,0,1
2260.71,1,7,56,0,0,0,0,0
1845.49,1,5,19,0,0,0,0,0
1226.5,5,8,75,0,0,0,0,0
16705.08,2,4,116,0,0,0,0,0
4835.94,1,3,21,1,0,1,0,0
1197.05,3,4,18,0,0,0,0,0
3929.41,1,6,80,0,0,0,0,0
9457.1,1,11,28,0,0,0,0,0
6782.95,3,5,41,0,0,0,0,0
22354.26,1,5,81,1,0,0,0,0
5780.36,3,3,115,0,0,0,0,0
3871.59,3,3,49,0,0,0,1,0
6207.0,2,4,33,1,0,0,0,0
16649.91,5,2,34,0,0,0,0,1
8326.81,3,10,10,0,0,0,0,0
4443.35,2,8,20,0,0,0,0,0
2118.81,1,1,95,0,0,0,0,0
4363.08,2,4,11,1,0,0,0,0
1728.56,1,9,94,0,0,0,0,0
6875.45,3,5,6,1,0,0,0,0
6823.7,5,5,9,0,0,0,0,0
2223.98,2,9,43,0,0,0,0,0
2601.66,2,8,98,1,0,0,0,0
9570.23,2,6,72,1,0,0,0,0
4750.37,1,4,91,0,0,0,0,0
7597.54,1,3,30,0,0,0,0,0
3056.83,3,9,60,1,0,0,0,0
