TransactionAmount,CountryRiskScore,TransactionsPerDay,AccountAgeMonths,CrossBorderFlag,SanctionFlag,PEPFlag,DeviceChangeFlag,Is_Laundering
38998.47,4,10,79,0,0,0,0,1
3523.62,3,9,112,1,0,0,0,0
3182.77,4,10,60,0,0,0,0,0
2929.57,1,13,96,0,0,0,0,0
2253.32,2,12,62,0,0,0,0,0
20529.73,5,6,3,0,0,0,0,0
10115.23,2,19,4,0,0,0,0,0
4084.25,1,13,86,0,0,0,0,0
22738.27,3,8,29,1,0,0,0,0
13875.32,2,12,37,1,0,0,0,0
150696.28,3,12,79,0,0,0,0,0
10904.62,1,16,14,0,0,0,0,0
18795.11,5,15,54,0,0,0,1,0
93623.75,3,11,36,1,0,0,0,0
6585.38,3,15,63,0,0,0,0,0
4942.35,1,10,61,1,0,0,0,0
4613.66,2,17,56,0,0,0,1,0
2415.96,1,13,115,0,0,1,0,0
2868.65,3,15,102,0,0,0,0,0
90307.27,2,13,97,0,0,0,0,0
3179.56,4,13,72,0,0,0,0,0
12381.55,4,15,57,0,0,0,1,0
12235.84,3,13,45,0,0,0,0,0
48019.54,2,14,61,0,0,1,0,0
79830.95,2,15,108,0,0,0,0,0
3546.26,2,12,72,0,0,0,0,0
11378.28,3,8,60,0,0,0,0,0
7598.38,2,12,86,0,0,0,1,0
13196.88,3,17,27,0,0,0,0,0
19025.86,3,11,119,0,0,0,0,0
16653.22,2,19,59,0,0,0,1,0
46538.95,3,10,30,1,0,0,0,0
15799.04,1,7,64,0,0,0,0,0
4639.09,4,11,82,0,0,0,0,0
4502.31,3,13,34,0,0,0,1,0
6976.86,1,15,21,1,0,0,0,0
86789.49,2,10,17,0,0,0,0,0
7754.28,1,10,46,0,0,0,0,0
12521.37,4,12,83,0,0,0,0,0
4248.03,4,12,22,0,0,0,0,0
111755.55,1,10,96,1,0,0,0,0
16544.67,5,14,24,0,0,0,0,0
7528.01,4,18,105,0,0,0,0,1
3998.67,3,12,90,0,0,0,0,0
9999.93,2,10,33,1,0,1,0,0
79746.31,3,14,42,1,0,0,0,0
13404.58,3,13,119,0,0,0,0,0
72327.08,3,5,101,0,0,1,0,0
6738.52,5,15,89,0,0,0,0,0
15541.85,1,13,115,0,0,0,0,0
31316.19,2,6,106,0,0,0,0,0
20923.83,3,12,98,0,1,0,1,0
6958.45,4,12,62,0,0,0,0,0
33457.98,5,11,72,0,0,0,0,0
4181.62,1,16,42,0,0,0,0,0
3878.01,2,10,46,1,0,0,0,0
20901.69,3,14,95,1,0,0,0,0
9011.56,4,6,62,0,0,0,0,0
78503.01,5,7,23,0,0,0,1,1
5083.76,4,10,28,0,0,0,0,0
13793.19,3,13,7,1,0,0,0,0
29082.79,4,11,64,0,0,0,0,0
1638.79,5,10,108,0,0,0,1,0
3823.8,3,14,23,0,0,0,0,0
52326.92,2,8,65,0,0,0,0,0
12121.33,2,12,44,0,0,0,0,0
14885.14,1,12,34,0,0,0,0,0
13647.75,1,8,81,0,0,0,0,0
11250.07,3,8,119,0,0,0,0,0
77179.75,2,9,1,1,0,0,0,0
10682.31,3,10,37,0,0,0,1,0
60618.76,5,11,97,0,0,1,0,1
54449.11,5,15,84,0,0,0,0,1
9844.97,5,12,106,1,0,0,0,0
19135.81,2,10,45,0,0,0,0,0
11877.21,2,9,3,0,0,0,0,0
104460.14,2,12,69,0,0,0,1,0
1991.1,2,10,31,1,0,0,0,0
20191.76,3,12,108,0,0,0,0,0
11213.42,2,8,37,0,0,0,0,0
3745.75,1,5,109,0,0,0,0,0
6042.55,1,10,73,1,0,0,0,0
11188.81,4,13,72,0,0,0,1,0
73470.74,2,6,24,0,0,0,0,0
8782.56,5,9,107,0,0,0,0,0
4841.8,5,12,95,0,0,0,0,0
6181.96,4,12,64,1,0,0,0,0
4666.57,5,11,75,0,0,0,0,0
30244.46,5,11,88,0,0,0,0,0
56361.11,4,6,42,1,0,0,0,1
25550.82,4,12,81,0,0,0,1,0
6945.61,2,14,85,0,0,0,1,0
14662.41,5,14,24,1,0,0,0,0
70941.52,4,17,80,0,0,0,0,1
17136.33,5,16,12,0,0,0,0,1
15697.3,2,13,21,0,0,0,0,0
25058.51,3,12,66,1,0,0,0,0
38748.35,2,11,88,0,0,0,1,0
23425.37,5,15,38,0,0,0,0,0
45842.68,5,9,76,0,0,0,0,1
148738.98,3,15,18,0,0,0,1,0
19290.82,5,8,41,1,0,0,0,0
3562.66,1,13,46,0,0,0,0,0
5476.89,3,6,72,0,0,0,0,0
17487.11,4,13,116,0,0,0,0,0
33168.26,4,15,109,0,0,0,0,0
6191.17,3,12,16,1,0,0,0,0
22467.26,4,14,1,0,0,0,1,0
12187.72,5,16,46,1,0,0,0,1
60637.66,5,11,58,0,0,0,0,1
5504.6,5,7,76,0,0,0,0,0
12750.66,3,9,73,1,0,0,0,0
6027.0,4,10,106,1,0,0,0,0
14964.76,1,10,84,1,0,0,0,0
146797.36,3,8,33,0,0,0,1,0
8341.03,5,14,25,1,0,0,0,0
6231.88,4,9,2,0,0,0,0,0
3807.07,4,12,39,1,0,0,1,0
11728.44,1,9,33,0,0,0,0,0
13810.62,2,10,75,0,0,0,0,0
48881.77,4,16,11,0,0,0,0,1
47151.49,3,8,23,1,0,0,0,0
15947.9,4,10,6,0,0,0,0,0
36012.74,3,12,68,0,0,0,0,0
44698.04,3,11,78,0,0,0,0,0
17863.83,2,13,89,0,1,0,0,0
4533.95,5,11,117,0,0,0,0,0
2007.82,5,6,114,0,0,0,0,0
33952.1,3,12,97,0,0,0,0,0
53892.44,4,13,58,0,0,0,0,1
9954.9,5,7,94,0,0,0,0,0
9491.63,5,11,49,0,0,0,0,0
2289.77,5,13,25,0,0,0,0,0
41999.96,3,9,8,0,0,0,0,0
20620.41,5,10,58,0,0,0,0,0
19190.08,5,10,86,0,0,0,0,0
7880.62,2,9,73,0,0,0,0,0
32646.9,1,9,91,0,0,0,0,0
69835.32,4,13,97,1,0,0,0,1
5908.93,5,15,32,0,0,0,0,0
19576.86,4,12,5,0,0,0,1,0
2414.9,2,11,97,0,0,0,0,0
24577.77,3,9,44,0,0,0,0,0
60720.51,3,12,90,1,0,0,0,0
39288.96,2,10,4,0,0,0,0,0
57134.75,5,12,85,1,0,0,0,1
3737.58,1,5,78,0,0,0,0,0
9284.14,2,9,112,1,0,0,0,0
6405.65,5,14,57,0,0,0,0,0
12512.86,1,11,29,0,0,0,1,0
30302.2,2,10,70,0,0,0,0,0
22428.52,2,12,49,0,0,0,0,0
33580.96,5,12,46,0,0,0,0,0
13934.77,3,14,5,1,0,0,0,0
21739.83,4,9,119,0,0,0,0,0
5253.38,1,11,13,0,0,0,0,0
6206.17,1,11,62,0,0,0,0,0
10814.31,4,5,99,0,0,0,0,0
24313.56,1,11,39,0,0,0,0,0
23860.5,3,15,108,1,0,0,1,0
4842.69,4,6,63,0,0,0,0,0
19782.02,1,4,104,0,0,0,0,0
7777.73,4,12,18,0,0,0,0,0
10341.15,5,9,96,1,0,0,1,0
3803.8,2,12,49,0,0,0,1,0
18893.28,2,15,6,0,0,0,0,0
4274.23,2,9,56,0,0,0,0,0
29595.98,1,15,57,0,0,0,0,0
7065.96,3,12,77,1,0,0,0,0
15885.67,3,9,3,0,0,0,0,0
29542.46,3,12,77,1,0,0,0,0
32696.11,1,9,35,1,0,0,0,0
7595.9,4,9,46,1,0,0,0,0
18762.12,1,10,18,1,0,1,0,0
11127.38,3,13,24,0,0,0,0,0
51392.19,4,6,51,0,0,0,0,1
49529.49,5,10,50,1,0,0,0,1
16558.15,1,9,102,0,0,0,0,0
25417.62,1,7,60,0,0,0,0,0
22625.67,5,9,74,0,0,0,0,0
4490.62,2,15,12,0,0,0,0,0
23993.27,4,10,40,0,0,0,0,0
34233.69,5,10,112,0,0,0,0,0
3405.52,5,7,42,1,0,0,1,0
15218.03,5,10,36,1,0,0,0,0
26914.09,3,5,6,0,0,0,0,0
20478.38,3,13,33,0,0,0,0,0
1748.27,2,11,40,1,0,0,0,0
11807.93,5,15,92,0,0,0,0,0
6495.78,1,12,106,0,0,0,0,0
4827.33,2,9,35,1,0,0,0,0
6707.49,5,13,12,0,1,0,0,1
82980.98,3,6,87,0,0,0,0,0
34220.83,2,8,32,1,0,0,0,0
19927.31,1,9,42,0,0,0,0,0
13090.41,4,8,69,0,0,0,0,0
9530.21,4,14,36,1,0,0,0,0
7525.46,4,16,107,0,0,0,1,1
3071.88,2,11,23,0,0,0,0,0
25205.0,1,9,28,0,0,0,0,0
11398.19,3,13,4,0,0,0,0,0
7170.21,5,10,53,0,0,0,0,0
11851.15,3,9,102,0,0,0,0,0
21959.66,2,10,50,0,0,0,0,0
4937.24,2,11,110,0,0,0,0,0
19526.18,3,16,116,1,0,0,1,0
22351.84,3,5,115,1,0,0,0,0
22010.47,3,17,72,0,0,0,0,0
18774.5,5,6,8,0,0,0,0,0
3215.78,5,8,108,0,1,0,0,1
21988.28,2,15,1,0,0,0,0,0
5788.09,1,14,115,0,0,0,0,0
20753.0,5,8,30,0,0,0,0,0
10459.35,2,12,61,0,0,1,0,0
3586.48,1,16,93,0,0,0,0,0
2506.36,4,13,92,0,0,0,0,0
15723.44,1,13,1,0,0,0,0,0
4626.46,2,6,111,0,0,0,0,0
27495.48,2,7,10,0,0,0,1,0
3076.64,4,14,118,0,0,0,0,0
8931.83,3,9,82,0,0,0,0,0
17125.94,5,11,101,0,0,0,0,0
11558.23,1,12,89,0,0,0,0,0
3127.73,3,12,65,0,0,0,0,0
20151.46,3,15,4,0,0,0,0,0
8232.3,2,15,5,0,0,0,0,0
24744.0,5,10,19,0,0,0,0,0
23146.51,5,10,74,1,0,0,0,0
9643.52,4,12,61,0,0,0,0,0
16487.36,5,7,55,0,0,0,0,0
3439.92,2,11,95,0,0,0,1,0
10199.1,2,16,117,1,0,0,0,0
12932.27,3,11,102,1,1,0,0,1
12131.7,5,8,5,0,1,0,0,1
34337.11,1,10,54,0,0,0,0,0
20890.38,3,9,90,0,0,0,0,0
46788.65,5,14,67,0,0,0,0,1
16700.88,4,6,32,0,0,0,0,0
32353.65,4,11,105,0,0,0,0,0
8487.49,3,7,22,0,0,0,0,0
2903.37,3,12,47,1,0,0,0,0
10438.37,4,10,20,0,0,0,0,0
9429.59,5,6,5,0,0,0,0,0
7725.34,4,11,110,1,0,0,0,0
6999.6,3,12,20,0,0,0,0,0
13072.78,4,8,103,0,0,1,0,0
13730.61,5,8,33,0,0,0,1,0
26949.27,4,11,119,0,0,0,0,0
8858.0,2,12,90,1,0,0,0,0
14577.29,1,8,73,0,0,0,0,0
115480.22,3,14,89,0,0,0,0,0
5667.19,5,11,81,0,0,0,0,0
5563.96,1,5,11,0,0,0,0,0
7187.86,2,15,104,0,0,0,0,0
6608.66,3,17,111,0,0,0,1,0
1423.57,1,12,11,0,0,0,0,0
2425.5,3,6,106,0,0,0,0,0
2784.3,4,12,11,0,0,0,0,0
49848.51,2,18,117,0,0,0,0,1
8394.5,4,11,85,0,0,0,0,0
5625.81,4,17,98,0,0,0,0,1
90632.23,3,12,19,0,0,0,0,0
18454.64,2,14,49,1,0,0,0,0
87179.14,2,10,43,0,0,0,0,0
56214.35,4,8,50,1,0,0,0,1
9453.33,5,11,42,0,0,0,0,0
20707.42,2,12,3,0,0,0,0,0
24453.31,1,15,119,0,0,0,0,0
26873.04,4,11,63,0,0,0,0,0
20997.63,3,18,46,1,0,0,0,0
16518.76,2,13,97,1,0,0,0,0
18818.68,2,11,38,0,0,0,1,0
2837.63,3,12,35,0,0,0,0,0
1228.04,5,7,40,0,0,0,0,0
8891.37,5,14,50,0,0,0,0,0
5624.07,4,8,118,0,0,0,0,0
18139.83,4,13,77,0,0,1,0,0
47424.88,1,14,16,0,0,0,0,0
19022.23,2,13,11,1,0,0,0,0
10930.36,5,17,22,0,0,0,0,1
51791.23,1,9,45,0,0,0,0,0
7164.03,1,12,97,0,0,0,1,0
9514.7,3,12,62,0,0,1,0,0
15616.06,2,11,56,0,0,0,0,0
8145.89,5,7,108,0,0,0,0,0
16517.96,3,12,25,0,0,0,0,0
11570.04,2,11,86,0,0,0,0,0
2533.08,2,14,59,1,0,0,0,0
14175.57,3,13,99,0,0,0,0,0
18742.42,3,10,58,0,1,0,0,0
15739.87,4,17,2,0,0,0,1,1
29703.66,4,7,21,0,0,0,0,0
12234.6,4,21,63,0,0,0,0,1
118153.33,5,14,30,0,0,0,0,1
6126.9,3,11,53,0,0,0,0,0
29986.91,2,10,30,0,0,1,0,0
6813.13,3,14,44,0,0,0,0,0
13526.7,2,18,1,0,0,0,0,0
13862.53,1,12,29,0,0,0,0,0
8824.47,2,10,30,1,0,0,0,0
34304.28,1,8,30,1,0,0,0,0
12136.47,2,14,116,0,0,1,1,0
35654.68,1,16,53,0,0,0,1,0
93867.06,3,18,21,1,0,0,0,1
54208.62,5,15,81,0,0,0,0,1
13294.51,5,16,60,0,0,0,1,1
20316.66,3,11,56,0,0,0,0,0
16988.59,1,4,95,0,0,0,0,0
5078.8,4,13,1,0,0,0,0,0
29313.08,2,9,33,0,0,0,0,0
12314.03,2,11,61,0,1,0,0,0
20473.81,5,10,88,0,0,0,0,0
16946.51,3,14,66,1,0,0,0,0
14097.41,4,14,90,0,0,0,0,0
5057.71,4,9,83,0,0,0,0,0
39367.66,4,9,45,0,0,0,0,1
4898.06,1,7,113,1,0,0,0,0
4639.15,4,10,64,0,0,0,0,0
33110.1,5,7,48,0,0,0,1,0
21161.86,5,6,53,0,0,0,1,0
6184.47,4,13,17,0,0,0,0,0
21603.92,5,10,48,0,0,1,0,0
20336.61,3,10,52,0,0,0,0,0
8002.81,2,7,28,0,0,0,0,0
67335.12,2,9,22,0,0,1,0,0
7875.2,3,14,97,0,0,0,1,0
1160.14,4,14,60,0,0,0,0,0
2225.69,3,8,74,0,0,0,0,0
7644.88,5,8,28,0,0,0,1,0
30776.35,3,10,80,0,0,1,0,0
14870.31,1,8,24,0,0,0,0,0
19857.04,3,17,5,1,0,0,0,0
4024.77,3,11,1,0,0,0,0,0
17638.59,3,10,2,0,0,1,0,0
18168.49,2,13,48,1,0,0,0,0
75114.68,5,9,75,0,0,0,0,1
15562.08,1,10,103,0,1,0,0,0
22727.12,3,9,65,0,0,0,1,0
13096.59,1,17,112,0,0,0,0,0
2227.44,4,8,100,0,0,0,0,0
20932.91,5,12,8,0,0,0,0,0
1581.0,5,17,85,0,0,0,0,1
50537.87,3,10,116,0,0,0,1,0
15072.59,1,12,15,1,0,0,0,0
5613.06,5,11,99,0,0,0,0,0
60284.29,2,7,49,0,0,0,0,0
27219.74,5,8,25,0,0,0,0,0
6029.08,2,14,93,0,0,0,0,0
8677.42,1,13,118,0,0,0,0,0
6324.63,4,13,105,0,0,0,0,0
6816.88,2,11,34,0,0,0,0,0
10118.97,4,15,79,0,0,0,1,0
1212.48,3,11,110,0,0,0,0,0
8386.59,3,10,115,1,0,0,1,0
27576.13,4,13,81,0,0,0,1,0
11467.43,2,12,13,0,0,0,0,0
23486.68,3,10,72,0,0,0,0,0
2561.02,4,15,101,0,0,0,0,0
8315.12,2,13,22,1,0,0,0,0
26827.8,4,10,17,0,0,0,0,0
23511.66,4,11,3,0,0,0,0,0
11087.56,2,6,119,0,0,0,0,0
3301.91,1,16,26,0,0,0,0,0
132613.7,4,8,115,0,0,0,0,1
5070.71,2,13,34,1,0,0,0,0
140874.09,2,15,58,0,0,0,0,0
12464.58,3,16,13,0,0,0,0,0
55994.46,1,12,102,0,0,0,0,0
12698.83,3,9,72,0,0,1,0,0
8047.99,1,11,103,1,0,0,1,0
3862.23,2,11,36,0,0,0,0,0
6508.04,3,12,46,0,0,0,0,0
31077.39,2,10,72,1,0,0,0,0
31970.23,3,11,3,0,1,0,0,0
9648.64,4,7,55,0,0,0,0,0
2165.0,1,10,23,0,0,0,0,0
2078.62,5,17,38,0,0,0,0,1
7940.37,2,8,15,0,0,0,0,0
20000.44,5,13,14,0,0,0,0,0
6418.32,2,10,39,0,0,0,0,0
10608.82,1,10,83,0,0,0,1,0
24007.47,1,10,36,0,0,0,0,0
33193.0,3,7,44,1,0,0,0,0
12025.07,5,14,51,0,0,0,0,0
27162.06,4,8,58,0,0,0,0,0
27160.48,1,11,102,0,0,0,0,0
11128.63,5,17,39,0,0,1,0,1
12790.5,5,12,11,0,0,0,0,0
1870.34,1,9,23,0,0,0,0,0
14492.03,3,4,26,1,0,0,0,0
1170.08,3,7,37,0,0,0,0,0
26222.18,2,9,27,0,0,0,0,0
13262.36,3,11,56,0,0,0,0,0
157997.25,2,5,2,0,0,0,0,0
1519.72,4,13,61,1,0,0,0,0
7807.78,4,9,96,0,0,0,1,0
12207.01,5,8,8,0,0,0,0,0
87256.06,3,13,42,0,0,0,0,0
9274.49,3,10,32,1,0,0,0,0
8550.34,1,12,1,0,0,0,0,0
11503.28,2,14,102,1,0,0,0,0
14961.52,2,14,52,0,0,0,0,0
14960.42,2,15,33,0,0,0,0,0
44884.01,3,7,40,0,0,1,0,0
26968.93,2,14,57,0,0,0,0,0
9615.14,5,15,62,0,0,0,0,0
8968.04,4,13,102,1,0,0,0,0
3233.12,1,8,88,0,0,0,0,0
14341.96,3,15,1,1,0,0,0,0
9222.89,4,16,20,1,0,0,0,1
23320.68,4,7,15,0,0,0,1,0
21944.84,1,9,25,0,0,0,0,0
10742.11,2,12,53,0,0,0,0,0
7124.46,5,12,107,0,0,1,0,0
22164.3,4,5,112,0,0,0,0,0
55767.41,2,12,100,0,0,0,1,0
32885.5,2,9,19,0,0,0,1,0
1538.91,1,8,106,1,0,0,0,0
9614.07,4,8,32,1,0,0,0,0
44999.92,4,10,98,0,0,1,0,1
4951.57,4,10,118,0,0,0,1,0
16524.24,2,8,70,1,0,0,0,0
5389.87,2,8,6,0,0,0,0,0
3704.21,1,11,102,0,0,0,0,0
12736.76,1,8,15,0,0,0,0,0
3987.1,5,6,106,0,0,0,0,0
5064.06,5,8,103,0,0,0,0,0
2137.28,2,9,2,1,0,0,0,0
11897.65,2,9,84,1,0,0,0,0
6724.22,3,9,72,0,0,0,0,0
41746.9,5,15,42,0,0,0,0,1
10613.01,5,13,1,0,0,0,0,0
6007.2,2,15,107,0,0,0,0,0
14813.37,5,12,89,0,0,0,0,0
2745.19,2,10,115,0,0,0,0,0
5583.12,2,11,9,1,1,0,1,1
11943.67,5,16,47,0,0,0,0,1
37335.64,2,7,2,1,0,0,0,0
25460.5,4,7,25,0,0,0,0,0
23125.55,2,10,119,0,0,0,0,0
15123.48,5,12,110,0,0,0,0,0
114586.86,4,11,92,1,0,0,1,1
8811.6,5,7,102,0,0,0,0,0
19974.73,3,16,71,0,0,0,0,0
5228.24,4,6,35,0,0,0,0,0
4387.09,1,7,90,0,0,0,0,0
4056.34,2,13,44,0,0,0,1,0
13613.25,4,10,60,1,0,0,0,0
28156.38,5,12,110,0,0,0,0,0
7088.06,4,15,90,1,0,0,0,0
5166.15,4,12,94,0,0,0,1,0
7959.74,5,11,48,0,0,0,0,0
29045.93,3,13,21,0,0,0,0,0
3825.91,4,7,112,0,0,0,1,0
55012.55,2,7,47,0,0,0,0,0
6010.1,2,9,101,0,0,0,0,0
5259.93,3,11,116,0,0,0,1,0
9146.83,4,7,59,1,0,0,0,0
10609.68,4,8,43,0,0,0,0,0
6866.56,2,7,81,1,0,1,0,0
25376.69,3,15,94,1,0,0,0,0
67367.5,3,10,82,0,0,0,0,0
4031.61,1,9,61,1,0,0,0,0
33630.58,1,11,34,0,1,0,0,0
15090.93,5,12,16,0,0,0,0,0
10805.46,3,9,12,0,0,0,0,0
633.15,4,11,37,0,0,0,0,0
31344.09,2,12,56,1,0,0,0,0
9097.85,3,6,37,0,0,0,0,0
2541.08,5,11,107,1,0,0,0,0
44381.74,4,16,32,0,0,0,0,1
21962.83,3,11,15,1,0,0,0,0
3812.22,1,10,48,0,0,0,0,0
4953.96,4,10,45,0,0,0,0,0
80624.39,1,15,33,0,0,0,0,0
82542.22,3,12,64,0,0,0,0,0
26923.33,3,10,85,0,0,0,0,0
43495.33,3,10,91,0,0,1,0,0
13615.83,3,13,72,0,0,0,0,0
51016.91,2,10,33,0,1,0,0,1
11953.71,5,12,54,1,1,0,0,1
29163.88,4,18,19,0,0,0,1,1
7318.6,3,7,58,0,0,0,0,0
41388.17,3,14,85,0,0,0,1,0
12654.49,5,7,22,0,0,0,0,0
3942.08,2,12,51,0,0,0,0,0
207197.07,5,12,56,0,0,0,0,1
1681.32,1,9,90,1,0,0,0,0
6040.07,4,11,103,0,0,0,0,0
1559.37,5,9,58,0,0,0,0,0
7272.06,3,9,46,0,0,0,0,0
4542.68,1,18,70,1,0,0,0,0
7180.36,3,10,16,1,0,0,0,0
7930.57,3,14,92,1,0,0,0,0
2884.14,1,12,117,0,0,0,0,0
25678.52,5,8,18,0,0,0,0,0
5304.74,1,10,101,0,0,0,1,0
8397.68,1,8,93,0,0,0,0,0
30661.63,5,9,17,0,0,0,0,0
8255.32,2,8,22,1,0,0,1,0
3322.92,5,6,30,0,0,0,0,0
37373.16,2,12,11,0,0,0,1,0
8885.46,2,9,98,0,0,1,1,0
11104.52,4,13,61,0,0,0,0,0
27355.85,3,9,65,1,0,0,0,0
6740.18,2,8,75,0,0,0,0,0
57716.88,3,10,100,0,0,0,0,0
6764.6,2,12,83,0,0,0,0,0
2246.83,5,9,39,0,0,0,0,0
28616.31,5,12,46,0,0,0,0,0
3483.75,3,13,1,0,0,0,0,0
17128.5,1,7,81,0,0,0,0,0
2344.71,5,14,39,0,1,0,0,1
63292.32,3,11,99,0,0,0,0,0
16792.83,3,17,49,0,0,0,0,0
14998.5,4,8,108,0,0,0,0,0
16861.34,4,11,6,0,0,0,0,0
29307.16,4,6,62,0,0,0,0,0
65922.32,2,14,17,0,0,0,0,0
11342.74,2,17,10,0,0,0,0,0
47512.24,4,15,62,1,0,0,0,1
10581.65,2,11,106,0,0,0,0,0
75280.89,2,10,101,0,0,0,0,0
4548.2,4,17,75,1,0,0,0,1
43962.12,5,10,40,0,0,0,0,1
18623.87,2,5,46,1,0,0,0,0
35126.19,1,17,11,0,0,1,0,0
28709.22,3,16,65,0,0,0,0,0
3902.56,4,11,40,0,0,1,0,0
9900.29,1,12,51,0,0,0,0,0
63664.25,3,11,47,0,0,0,0,0
52528.52,4,13,79,0,0,0,1,1
25160.65,5,15,41,0,0,0,1,0
50197.21,4,9,62,0,0,0,0,1
14623.01,1,9,14,0,0,0,0,0
2364.58,2,11,16,1,0,0,0,0
3154.4,2,13,79,0,0,0,0,0
12737.35,5,12,106,0,0,0,0,0
163259.19,1,9,2,0,0,0,0,0
9309.57,5,13,55,0,0,0,0,0
15893.69,5,14,36,0,0,0,0,0
19805.12,2,10,102,1,1,0,0,1
14377.18,4,17,9,0,0,0,0,1
8522.71,1,7,113,0,0,0,0,0
104420.66,3,11,107,0,0,0,0,0
24335.28,5,8,97,0,0,0,0,0
26506.91,2,13,86,0,0,0,0,0
47725.82,2,10,109,0,0,0,1,0
17469.49,3,6,21,1,0,0,0,0
154535.33,3,11,11,0,0,0,1,0
14622.78,4,12,14,1,0,0,0,0
7250.77,3,10,26,0,0,0,0,0
6202.24,2,10,44,1,0,0,0,0
12653.73,1,15,13,0,0,0,0,0
10521.62,1,9,69,1,0,1,0,0
10950.45,3,11,79,1,0,0,0,0
14613.5,3,11,32,0,0,0,0,0
5297.57,4,11,29,1,0,0,0,0
12904.76,2,14,85,0,0,0,0,0
74584.45,5,10,118,0,0,0,0,1
91914.21,5,9,76,0,0,0,0,1
29249.19,5,6,10,0,0,0,1,0
9096.98,5,9,114,0,0,0,0,0
5681.6,3,10,57,0,0,0,0,0
21308.57,1,10,18,1,1,0,0,1
38168.28,4,16,89,1,0,0,0,1
3075.43,5,7,26,0,0,0,1,0
5486.85,4,7,60,0,0,0,1,0
11922.33,2,9,50,0,0,0,0,0
4685.7,2,10,90,0,0,0,0,0
5415.42,3,11,95,1,0,1,0,0
7592.98,3,12,81,1,0,0,0,0
3591.66,4,15,78,0,0,0,0,0
11631.4,5,6,95,0,0,0,0,0
5782.47,4,10,15,0,0,0,0,0
2929.66,2,6,23,0,0,0,0,0
1703.43,4,10,36,0,0,0,0,0
8848.37,3,12,25,0,0,0,0,0
5749.81,2,17,67,0,0,0,0,0
31207.94,3,12,84,0,0,0,0,0
26084.61,3,8,109,0,0,0,0,0
25936.98,4,8,5,0,0,0,0,0
12391.51,1,9,54,0,0,0,0,0
39629.19,3,13,102,0,0,0,0,0
7746.45,3,8,117,0,0,1,0,0
8746.24,4,12,68,0,0,0,1,0
35514.28,5,14,28,0,0,0,0,0
12327.32,4,15,5,1,0,0,0,0
38517.68,5,10,102,0,0,0,0,1
9048.99,5,9,83,1,0,0,0,0
13844.67,3,8,52,1,0,0,0,0
11067.63,3,11,79,0,0,0,1,0
32550.43,5,8,83,0,0,0,0,0
3234.73,2,13,28,0,0,0,0,0
45727.58,1,6,15,0,0,0,0,0
11823.79,1,14,116,1,0,0,1,0
7728.53,5,9,94,1,0,1,0,1
3423.97,2,10,23,0,0,0,0,0
7483.05,4,9,42,0,0,0,0,0
50293.74,2,10,38,0,0,0,0,0
17517.3,5,12,46,1,0,0,0,0
9570.9,2,13,29,0,0,0,0,0
55424.5,1,10,24,0,0,0,0,0
1463.73,2,13,53,0,0,0,0,0
40943.83,5,14,51,0,0,0,0,1
19228.44,2,13,67,0,0,0,0,0
25749.55,4,8,39,1,0,0,0,0
2393.13,4,13,8,1,0,0,1,0
30295.09,3,13,98,0,0,0,0,0
11055.26,3,15,13,0,0,0,1,0
8574.38,1,10,30,0,0,0,0,0
1072.93,3,5,30,0,0,1,0,0
7798.27,1,15,116,1,0,0,0,0
14348.99,1,8,19,0,0,0,0,0
11209.37,4,11,72,1,0,0,0,0
37911.91,1,12,79,0,0,0,1,0
15183.14,1,13,36,1,0,0,1,0
31126.37,3,10,87,0,0,0,0,0
8888.43,3,16,44,0,0,0,0,0
10476.74,4,10,54,0,0,0,0,0
7900.07,5,16,55,0,0,0,0,1
21763.42,3,12,34,0,0,0,0,0
16031.73,5,11,107,0,0,0,0,0
20500.5,4,17,88,0,1,0,0,1
3804.06,2,11,115,0,1,0,1,0
4368.47,5,8,113,0,0,0,0,0
16185.79,2,15,39,1,0,0,0,0
108265.82,3,11,21,1,0,0,0,0
10140.71,3,12,15,0,0,0,0,0
5650.51,3,12,109,0,1,0,0,0
13903.78,1,11,24,1,0,0,0,0
2767.97,1,10,89,0,0,0,0,0
9269.51,1,11,56,0,0,0,0,0
8709.34,3,12,22,0,0,0,0,0
28823.41,3,8,53,0,0,0,0,0
23978.88,1,10,19,1,0,0,0,0
7744.87,5,9,6,0,0,0,0,0
87940.93,2,7,38,0,0,0,0,0
18471.62,4,15,7,0,0,0,0,0
26479.55,5,16,112,0,0,0,0,1
893.84,4,11,95,0,0,0,0,0
8198.22,3,8,34,0,0,0,0,0
9181.11,1,10,14,0,0,0,0,0
28403.0,4,10,56,0,0,0,0,0
46086.57,2,12,8,0,0,1,0,0
1937.94,5,11,37,0,0,0,0,0
3087.22,2,13,23,1,1,0,1,1
37629.82,4,10,97,1,0,0,0,1
25364.98,3,9,13,1,0,0,0,0
18433.69,4,14,115,0,0,0,0,0
40656.39,3,8,25,0,0,0,0,0
34439.35,4,12,27,0,0,0,0,0
31896.31,3,10,11,0,0,0,0,0
8225.94,3,9,118,0,0,0,0,0
9937.87,4,12,1,0,0,0,0,0
16736.65,3,10,2,0,0,0,0,0
22459.98,5,12,55,1,0,0,0,0
18252.87,5,8,107,0,0,0,0,0
3903.91,3,13,34,0,1,0,0,0
2798.8,2,10,4,0,0,0,0,0
4807.49,3,10,10,0,0,0,0,0
7333.46,1,8,98,0,0,0,0,0
